text,sentiment
"Daripada beli langganan streaming cuma buat nonton timnas dibantai, mending nonton highlight doang aja, biar gak nyesek-nyesek amat lihatnya 😂",negative
Semangattt❤️❤️❤️,positive
"Bisa ya Sadil sama Arkhan out, semoga yang terbaik buat Indonesia",neutral
"Tetap semangat GARUDAA. Kalian kalah, tapi kami bangga.🔥🔥🔥🔥",positive
❤️❤️❤️❤️❤️❤️❤️,neutral
STY Apotik Tutup.....!!!!!🔥🔥🔥🔥 Indonesia,neutral
🔥🔥,positive
🤣🤣🤣,neutral
@otak_mati1312 NGAKAK 🤣🤣 situ dapet duit dari nonton bola dibanding sama gua yang jual beli saham bitcoin? 🥴 Emang kita selevel klo ngomongin penghasilan??🤣🤣,neutral
@xhfdz_ iya bener ya emng kualitas jepang gk bisa boong😂,neutral
Ki Hokky 🙃,neutral
sananta???,neutral
🔥,positive
Vietnam: ‘Di AFF tidak begitu😭’,negative
❤️❤️❤️🔥🔥🔥,positive
🔥🔥🔥🔥🔥🔥,neutral
Tidak ada lagi alasan untuk tidak memperpanjang kontrak Coach Shin. Saya percaya anak-anak muda ini pasti mampu menerapkan apa yang diinginkan Coach Shin. 🔥🔥🔥❤️👏👏,positive
"Alam aja dipangku, apa lagi kamu",neutral
@eseseda98 iyaaa 🔥🔥,positive
@zrkzrksh Masuknya pas lagi uji coba saja 🙌,neutral
Sananta kok tidak masuk lagi,negative
"@ibbed_87 terserah loe bang,😂😂😂",neutral
🔥🔥🔥❤️,positive
Boncel nanti lawan Jepang modarrrr,negative
Wkwkwkwk bukan 1 tapi 4-0! HAHAHAHAH BADUT... PULANG PULANG!,negative
Lokal prettttt panassssss,neutral
Sel Marsel,neutral
Ayoo menangin harga mati .inget masa lalu di jajah jepang kwkkw,positive
"Diserang terus, kah, Indo? 😢",negative
Menurut kalian lolos 16 besar gak guys,neutral
"Kebiasaan unggul 1-0 langsung turun mental. Lawan 10 orang hampir gagal menang. Andai Ernando gagal menyelamatkan bola, saya yakin STY akan dihujat oleh yang membencinya. Banyak yang memprediksi Sananta akan bermain sejak awal atau sebagai pengganti, tapi ternyata di luar dugaan, Hokky yang dipilih. Shayne Pattinama pun tidak dimainkan. Jika Sananta memang lemah, lebih baik disuruh pulang daripada hanya duduk di bangku cadangan. Shayne pun sudah rela meninggalkan ibunya dan siap bermain, tapi tetap tidak dimainkan. Saya rasa STY benar-benar sedang mencoba pemain di Piala Asia ini. Tidak ada pemain inti, dia hanya melihat siapa yang fisiknya siap, tetapi ujung-ujungnya tidak terlalu berpengaruh.",negative
@rayhanrenarand bule Belanda 😂😂😂,neutral
@erlanganov shayne babak 2 main bolo,neutral
"Kalah kudukung, menang kami bingung ,,,, artinya kita dukung kalo timnas kalah terus..",neutral
@muhammadsuliyanto setofbox bang? 😂,neutral
Live di mana?,neutral
BISMILLAAH😍,positive
Proudddddddd GARUDA. COME BACK STRONGER BOYS❤️❤️❤️👏👏👏,positive
@viapriy_,neutral
@xberzss_ No 11 yo asline ora striker. Winger,neutral
Sty stay!!,positive
"Doa dan dukungan untuk Timnas Garuda terbang tinggi, Pak @erickthohir tetap dampingi dan kawal untuk perjuangan timnas di babak 16 besar dan jangan biarkan tim besutan coach @shintaeyong7777 berjuang sendirian, Pak. #GarudaIndonesia #Wani🔥🔥",positive
@hasnawii19 acak acakan gimana blog galiat segitu rapih nya pertahanan timnas kocak emang lu wkwkwk😂,neutral
"@shugauw_jylo123 kalau bisa STY dinaturalisasi aja Pak, jadi pelatih Indonesia selamanya sampai STY pindah gara-gara sudah mendapatkan banyak gelar",neutral
Bismillah,positive
🔥🔥🔥,positive
"@s.pattynama tetap semangat, kami bangga padamu, bro!",positive
Sangat sangat terkejut 👏,positive
"Bismillah, Ya Allah, berikanlah ridho-Mu untuk kami menang malam ini. Aamiin 🤲🏼",positive
"GOOD GAME, FOCUS NEXT MATCH 🦅",positive
"Hai sobat, MAU BIKIN JERSEY CUSTOM...",neutral
"Nguyen sudah ngaco nih mainnya, btw wasit kebanyakan mejeng",neutral
Bukan naik ke atas jalur orang tua yakannbg,neutral
"Fokus lawan japan, terbukti kualitas timnas indonesia di piala asia no aff. Fokus lawan japan🔥",positive
@bungtowel8,neutral
"@rsydmlnaaa google ada , apk score bisa",neutral
"Alhamdulillah ya Allah ,😭😭😭",positive
"Saatnya STY, OUT. Tidak ada filosofi Tiki Takanya💔",negative
@nasyaaj__ wkwkwk malu2in y neti indo😭,negative
🤣🤣🤣,neutral
"Alhamdulillah, akhirnya Indonesia lolos ke 16 besar! 😍😍😍😍",positive
Asnawi lagi 👏,positive
@dika.arieff iyaa ga masuk bench jg,neutral
"Akhirnya! Mari menari, boys! @s.pattynama",positive
"semangat trus buat timnas Indonesia,kalian sudah luar biasa👏👏",positive
@nooooerrr_16 kalau pemain baru dinaturalisasi kemarin bisa?,neutral
"Indonesia kekurangan striker, banyak peluang kebuang aslinya udah 5 0 itu😂",negative
Pemain Indo harus contoh mental pemain Vietnam,positive
"Ada apa bung STY, ngapain dipasang Caraka, bukannya lebih bagus Sananta",negative
@dipp05 benar bang.. momen paling greget tuu,positive
LETS DO IT!!🔥,positive
Bismillah 3 point🔥,positive
Bismilah yaallah permudahh 🙏🏼,positive
@mohammad_hisyam04 kyk ero2 o pdahal gak delok,neutral
"@ikiiaguss_ 😂😂, Bang Sadil semangat sekali sampai melotot gitu.",neutral
Sik asik🔥🔥🔥🔥🔥,positive
"Lawan Jepang kemarin kita kurang di lini depan saja, pertahanan sudah mulai membaik walaupun masih ada kesalahan konyol. Tapi tadi terlalu mudah ditembus dari kiri.",neutral
"@4zri.hanif caper terus lu babi, anak haram kek lu, ngegas di sosmed doang, ketemu mah nangis lu anj.",negative
@johanradian17 kan apik Lilipaly,neutral
"Dear STY, Rafael Struick next jgn di panggil dulu , performance nya sangat menurun, sudah 3 match begitu aja gada peningkatan, fisik lemah sering kalah duel dan jatuh, jarang suplai bola, saya rasa masih banyak striker yg lebih kuat, biar dia belajar dulu ke Ado denhagg tingkatin lagi performance nya , dibanding pemain lain yang performance nya meningkat, terima ksh buat Hubner yang bermain mati Matian terus , demi timnas yang lebih baik :))",negative
"@riyanp19 biasa anak kesayangan Ryan, masa liga Belgia kalah dengan K2, kan lucu",negative
🔥🔥,positive
BISMILLAH... SEMOGA KEMENANGAN TIMNAS INDOO... SEMANGATT GAIISS ♥︎ MASYAAALLAH TABARAKALLAH !!!,positive
Kembaran sandy,neutral
Ayooo!!!,positive
"@rizzzz_31 eh kaga deng soalnya indo ada kartu banyak, tapi gatau juga intinya harus seri lah itu",neutral
Anj memang Asnawi lagi,negative
"gemeter sebadan nonton nya, degdegan😭😭",positive
"Ayo, Garuda! 🔥🔥🔥",positive
"Terlepas dari gol bunuh dirinya Hubner, permainannya tadi saat melawan Jepang tidak bisa dipungkiri, kualitasnya kelas Eropa 🔥🔥👏👏👏",positive
"Menang kalah ttp ku dukung timnas number one. Yg kedua Madrid 😂🔥 Proud of you, waiting kualifikasi world cup zona Asia",positive
"Hokky suruh pulang dulu latihan lagi lebih keras lebih giat, body balance sama stamina gak seimbang 🤧",negative
Habis-habisan 🔥,positive
Lawan australia 🔥,positive
ALLAHUMMASHOLLIALA SAYYIDINA MUHAMMAD❤️❤️👏👏 BISMILLAHH TIMNASS MENANGGGG🔥🔥,positive
@ridhonrjya30_ malah memainkan Egy Kelok9? 😂 Padahal Pattynama juga bagus di posisi sayap kiri.,negative
🔥🔥🔥,positive
@timnas.indonesia Yakin nih??,neutral
Kapten!,neutral
Lini depan pas udh full lokal greget Bett dahh liatnya 😌,positive
@rich.ansr mental inlander,negative
Kayaknya ini starting yang paling diidam-idamkan 😂,neutral
"Arhan kita seumuran, Sananta lu adik gueee >_<",neutral
🔥❤️,positive
🔥🔥🔥🔥,positive
@siday_98 Lah bukannya 0-0 HT?,neutral
"@rizkki.__ ya aneh aja, kamu debat tapi bawa teman, kan itu juga menunjukkan kapasitas kamu seberapa.",neutral
cuma ya VAR nya gatau gimana itu wkwkw aneh,negative
@xeounxy Faktanya kamu jauh kalah dari Arhan dalam segala aspek!,negative
@surya_prtmaaaaa sudah menyiapkan sablon di kaos nya ☠️☠️☠️,neutral
Seusai prediksi,neutral
Kalian semua terbaik.. tetap semangat dan terus berjuang... ❤️👏,positive
PREDIKSI SKOR INDONESIA VS AUSTRALIA 🇮🇩 1:0🇦🇺 🇮🇩2:0🇦🇺 🇮🇩3:1🇦🇺 🇮🇩3:2🇦🇺 🇮🇩2:1🇦🇺 Prediksi kalian yang mana nih #indonesiajuara🇮🇩 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,neutral
"Dih, Sananta tidak diturunkan!",neutral
🔥👏👏👏,neutral
Syhnee Pattynama🔥🔥🔥,positive
🔥🔥👏👏,positive
@goodsan23 Witan sama Egy kurang perform,neutral
"Kalian masih beruntung,lah gua malah nonton vietnam😢",neutral
👏👏🔥🔥,positive
"@anggitmahdi tau nih tinggal dukung aja banyak maunya, 🔥",neutral
"Alangkah eloknya tiba di tanah air, STY langsung disodorkan kontrak baru, Pak @erickthohir",neutral
"@sectu.sempra sepak bola itu ada tujuan, strategi sah sah aja berubah ubah. Tapi kalo line up di ubah sampai separoh, tujuan nya gmna coba. Kapan baru kebangun kimisri permainan nya. Posisi orng di acat acak pula 😂😂",negative
"percuma panggil Pattynama kalau ga pernah dimainin, yang dimainin cuman modal lemparan jauh aja huuuftttt",negative
🔥🔥🔥🔥🔥,positive
@dykasetiyono si paling haters sty,negative
@dhekurniaa_ dan masih banyak yang menghujat dia bro 😔,negative
wasitnya pgn main,negative
untuk jangka panjang layak sty dipertahankan pak @erickthohir !!!! sy yakin mental fisik timnas 1000% on-fire libas musuh2 nya next match ... 🔥🔥,positive
"Apapun bisa terjadi. Semangat 45, Timnas Indonesia! 🇮🇩💪",positive
BESARAN KUSUS NEW MEMBER #GARUDAHOKI,neutral
@acengproduction aamiin.. free sewa action cam min 😂,neutral
Info nobar sekitar Blok M dan sekitarnya suhu 😢,neutral
Overall bagus 🔥,positive
"Jumat berkah, semoga dapat poin penuh aamiin 🔥🔥🔥",positive
@kevin_liuw fakta bgt,neutral
gwencanaaaaa🔥,neutral
"Come on, masyarakat Indonesia tercinta, stop membeda-bedakan dan apalagi menggunakan kata-kata ""pemain lokal"" atau ""pemain keturunan"". Kalau mereka sudah menggunakan jersey Garuda di dada, berarti mereka merupakan pemain Indonesia. Coba lihat pemain Prancis, contoh saja Zidane yang berasal dari imigran/keturunan. Apakah masyarakat Prancis memanggilnya pemain imigran/keturunan? Tentu tidak. Jadi, sebagai masyarakat...",neutral
"congrats boyss, welcome 16 besarr come on!!!❤️",positive
MANYALA🔥🔥🔥,positive
@mhmdezra abis pargoy langsung timnas,neutral
Main efektif yok🔥,positive
Ntr H-1 ganti pemain semua 😂,neutral
"Jangan terlalu berharap menang lawan Jepang, setidaknya menang lawan Irak sama Vietnam udah bisa lolos",neutral
Timnas lolos bisa! Yakin bisa!!🔥,positive
"Nguyen, venue Qatar versi AFF.",neutral
"@anggi_rnaldy bang kalau gak kenapa itu pasti masuk ya Allah susah bener lu, kalau lu dukung timnas siapapun yang masuk lu dukung",neutral
🔥🔥🔥🔥🔥,neutral
lets go garuda❤️,positive
Info seragam pakai merah atau putih?,neutral
alhamdulillah😍😍🔥🔥,positive
Jangan buang-buang peluang di babak pertama.,neutral
"@bluskutung Kalau kamu aja yang ngelatih, gimana?",negative
Anak emas mh emng susah hhhh,negative
Sananta mna,negative
"Iya, kalau pakai putih kebanyakan kalah. Tapi ya, namanya juga permainan 😁 Mending jersey hitam sih...",neutral
"Yang merasa wasit online, boleh dijelaskan kenapa tidak offside?",neutral
"@putraglvn Jepang aja beda 1 sama Irak, sama aja kaya kita lawan Irak kemarin. Doa yang baik aja, tetap optimis insyaAllah Indonesia bisa",positive
"Masih sama penyakitnya, ya elahhhhhhhhh, bego banget di belakang 😂",negative
Selamat smoga menang di 16 besar...aamiin,positive
"@praz_inst gapapa bro, faktanya Jepang emang beda kelas sama kita. Ditambah lagi tim kita isinya anak muda semua, gak kebayang beberapa tahun ke depan anak-anak muda ini udah bisa selevel sama Jepang kalau konsisten dan gak gonta-ganti coach mulu.",positive
@anwar_ziadi 😂😂😂,neutral
Waduh sadis amat 5 jam sebelum kick-off... Asal bikin konten itu namanya 😂,neutral
Ini baru gw demen ni formasinya 👍🔥🔥🔥,positive
"@salma___nurulazmi emang kenapa kalau lokal? Selagi pergantiannya ngaruh buat ngerubah permainan lebih baik, kenapa enggak?",neutral
Mampus in onana yang penting,negative
kyknya santana buat AFC u23,neutral
#GARUDAHOKI Garansi kekalahan 100%.,negative
@theballboy_id terbaik! 🔥🔥,positive
"Wkwkw, Dendi.",neutral
Jangan terlalu di besarkan.. yg berlebih ga baik 😛,negative
Kasih kami permainan yg menghibur🙌,positive
Emaaaaaaaas itu adaaaaaaaa serudddddddukkkkk!,positive
"Ridho banyak blunder, baru menit awal udah kena mental",negative
@noviansyah_anp nyari yang nggak ada,neutral
🔥🔥,neutral
"Tidak ada yang tidak mungkin, come on🔥🔥",positive
Ayo lawan Jepang!,positive
@tac00bell__ pertandingan iraq ada kontroversi juga padahal mitoma di sleding di depan kiper,neutral
Proud of INDONESIAKU ❤️🇮🇩🇮🇩🇮🇩🇮🇩,positive
"@judebellimbing Hubner konsisten trus, top mainnya. Sandy walsh juga mantap🔥👏",positive
Kereeennn 👏👏👏👏 lanjutkan 🔥🔥🔥,positive
STY stay 🔥❤️,positive
Sekarang malah pasang sandy di cb hubner tetep di tengah egy main di awal anjir sty makin kocak ajah siap2 angkat koper ya,negative
Cocok ini gantiin Onana,neutral
Tetap semangat 🔥 kalian semua sudah berjuang 👏,positive
Menang kalah tetap dukung @timnas.indonesia yg dukung cuma pas menang atau yg cuma bisa menghujat jauh jauh sana,positive
🔥🔥🔥,positive
STY STAY!!!!,positive
Intinya kmu belajar banyak dari Vietnam cara mainya saat lawan jepang bro,neutral
Prediksi: AUSTRALIA 5 - 0 INDONESIA...,neutral
"Banyak PR yang harus diperbaiki. Tetap semangat, Garuda! Semoga ke depannya permainannya lebih matang lagi. 🔥🔥🔥",positive
Lord Dendi ngapain coooolkkkkk,neutral
@shin_jaewon77 ❤️🔥,positive
🔥🔥🔥🔥🙌🙌,positive
@vforrvikoo @aadip.ee 😭😭🙏,neutral
"Jujur secara permainan sudah ok, bek Tengah sayap jalan semua, kekurangan kita hanya di striker menurut saya, ga ada cf murni, karena kalau sudah di depan gawang bingung mau kasih siapa, makanya pake false nine formasinya, mungkin pa Erick sama Sty bisa cepat2 naturalisasi CF biar makin mantap, koreksi bila salah 🙏",negative
Kecewa shayne ga di mainin😢,negative
"@tubagusm28_ yoi, gak salah idolain gua, kenapa gak dari kemarin-kemarin dapat main menit lebih lama",neutral
Sty stay🔥,positive
Selamat berjuang sayang @sandywalsh 😍🔥🇲🇨,positive
Selesai itu Nguyen.,neutral
@novit.adi_ ngisingo,neutral
"Saya sampai senam jantung, ada yang sama dengan saya mau bro?😂",neutral
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,positive
Intinya Sty smpe pensiun 😎 sampe cucunya ernando jd Ketum PSSI 🔥,positive
Bung Towel di mana sekarang?,neutral
Asli sih udah ga ngerti lg sama si tayong dah,negative
"Ternyata yg titipan bukan Dendy tapi Asnawi 😂😂, sekelas Sandy Walsh aja kalah loh ,,pdhal jam terbang jauh drpda Asnawi 👏👏,",negative
Diobok-obok Arhan diobok-obok,neutral
"@fikrinurakbar07 paling tidak gue bisa menganalisis permainan, bukan kayak lo, goblok, lihat mainnya Patinama 😂",negative
@m2388cp Arhan masih oke semalam. Tapi kalau ada Shayne kemungkinan dia yang starting,neutral
"Minimal kita harus seri, jangan biarkan Japan cetak gol",neutral
Greget pas kiper Vietnam maju ke depan😬,neutral
@dickypatria_ LIGA PALING BURUK... bener sihhh 😂😂😢,negative
,neutral
@markomarrr001 penyepong sty emang kayak gitu bro maklumin aja...,negative
@ramadaniwidia mas mas jawa ter terr😍😍,neutral
"Lord Hokky hancur, Sananta lebih bagus malah nggak kepanggil.",negative
🔥,neutral
Selamat untuk semuanya🔥👏 please pak perpanjang kontrak coach Shin 🙏,positive
@ardiannn_ Hokky cuman kurang hoki saja,neutral
"Dikasih Sandy, malah memilih Asnawi. 😂😂",negative
@whtevrucllit capek gue klo boleh jujur mh harus ngomong s Asnawi Arhan trs yg d mainain gada jawaban anying mending diem udah😂Sandy Walsh pemain inti di klubnya malah dijadiin CB agak lain STY ini,negative
🔥🔥🔥,positive
Bisa menang Yo timnas Indonesia 🔥❤️,positive
Welcome back kepa nadeo🔥,positive
@kleyyv udah di dpn gawang malah ngelag ilang sinyal njirr 😂😂,neutral
"Siap kan untuk lawan jepang,tengok video irak vs Jepang",neutral
@marselinoferdinan10 lari nya mirip klyan mbape pda saat prancis lawan maroco🔥🔥🔥,positive
🙌,positive
@reza_dermawan05 Berarri feeling lu sama gw beda.,negative
@anddrrreeeeee masa njir,neutral
🔥🔥🔥🔥🔥,positive
Aamiin. Allahumma solli ala sayyidina muhammad wa ala ali sayyidina muhammad,positive
Bismillah,positive
🔥🔥😍😍,positive
@shin_jaewon77 ❤️❤️❤️,positive
@darius_sinathrya siaappp om😂,neutral
🔥🔥🔥,positive
Aku lebih bangga dengan pemain asli Indonesia,positive
👏😍,neutral
❤️❤️,neutral
@suwonfc anyooong 🔥🔥,positive
"Halo Coach @shintaeyong7777, cari pemain depan dengan postur seperti DDS, supaya tidak tumpul dan lebih kuat. @fauzimakrizii87_",neutral
Kunci bola ada di ivar jener gila permainannya ayokk tambah lagi golnya Indonesia 🔥,positive
Coach Tae-yong suruh pakai kemeja putih juga dong!,neutral
Ayo garuda kamu pasti bisa 🔥🔥🦅,positive
Yok yok next Jepang 🔥,positive
Sangat pro mas bro @nandoariiiss,positive
@pendakilawas jangan gitu bang dari rank emang indo kalah jauh lu liat pertandingan sebelumnya lebih parah dari ini,neutral
Akurasi passing sangat rendah. Ernando sangat lemah dalam build-up.,negative
Marselino membuktikan dengan mencetak gol secara dinginnn,positive
Jangan sampai kalah🔥,positive
Capt 🔥❤️,positive
🔥🔥🔥,positive
Sebuah proses panjang yang harus diapresiasi buat Shin Tae-yong dan Timnas bisa berada di titik ini...,positive
Squad babak pertama kemarin GG banget👍👍,positive
Semangat🇮🇩❤️🔥bismillah semoga unggul aamiin,positive
Kenapa bukan Arhan? 😢,negative
👀👀👀👀,neutral
"ini permainan timnas paling enk sih,,yg pengen full pemain liga,,ayok desak pssi gas liga kita biar bisa lebih baik,,",positive
👏,neutral
@rfi31_ kalau duetkan Ivar bagus sih,neutral
Bismillahirrahmanirrahim 🔥🔥🔥,positive
Saddil lebih layak dibandingkan Witan atau Egy.,negative
Padahal pressing Irak gak terlalu harusnya bisa lebih dimaksimalkan. Malah lebih ngeri pressing Vietnam dibanding Irak nanti.,neutral
"mana sananta anjir kocak ah,yakin menang gak si ini",negative
